Postal_Code,Name,Median_Household_Income
NM,Bernalillo County,"47,192"
NM,Catron County,"33,256"
NM,Chaves County,"38,403"
NM,Cibola County,"35,081"
NM,Colfax County,"37,156"
NM,Curry County,"42,620"
NM,DeBaca County,"33,789"
NM,Dona Ana County,"38,974"
NM,Eddy County,"57,007"
NM,Grant County,"38,221"
NM,Guadalupe County,"29,147"
NM,Harding County,"40,380"
NM,Hidalgo County,"34,304"
NM,Lea County,"58,994"
NM,Lincoln County,"39,995"
NM,Los Alamos County,"108,477"
NM,Luna County,"27,268"
NM,McKinley County,"29,497"
NM,Mora County,"27,627"
NM,Otero County,"41,736"
NM,Quay County,"29,069"
NM,Rio Arriba County,"34,902"
NM,Roosevelt County,"36,108"
NM,Sandoval County,"56,142"
NM,San Juan County,"47,520"
NM,San Miguel County,"32,964"
NM,Santa Fe County,"52,628"
NM,Sierra County,"29,036"
NM,Socorro County,"32,285"
NM,Taos County,"36,125"
NM,Torrance County,"37,311"
NM,Union County,"36,684"
NM,Valencia County,"40,591"
NY,New York,"58,771"
NY,Albany County,"60,371"
NY,Allegany County,"42,655"
NY,Bronx County,"33,687"
NY,Broome County,"46,283"
NY,Cattaraugus County,"43,892"
NY,Cayuga County,"52,792"
NY,Chautauqua County,"41,757"
NY,Chemung County,"48,880"
NY,Chenango County,"46,387"
NY,Clinton County,"51,576"
NY,Columbia County,"55,047"
NY,Cortland County,"48,357"
NY,Delaware County,"45,860"
NY,Dutchess County,"70,925"
NY,Erie County,"50,134"
NY,Essex County,"50,182"
NY,Franklin County,"45,704"
NY,Fulton County,"45,409"
NY,Genesee County,"52,410"
NY,Greene County,"52,597"
NY,Hamilton County,"49,137"
NY,Herkimer County,"44,148"
NY,Jefferson County,"49,781"
NY,Kings County,"47,547"
NY,Lewis County,"47,542"
NY,Livingston County,"49,920"
NY,Madison County,"51,600"
NY,Monroe County,"51,371"
NY,Montgomery County,"40,923"
NY,Nassau County,"98,312"
NY,New York County,"75,459"
NY,Niagara County,"49,274"
NY,Oneida County,"48,350"
NY,Onondaga County,"52,892"
NY,Ontario County,"58,473"
NY,Orange County,"69,228"
NY,Orleans County,"46,577"
NY,Oswego County,"46,926"
NY,Otsego County,"43,104"
NY,Putnam County,"94,334"
NY,Queens County,"56,866"
NY,Rensselaer County,"59,925"
NY,Richmond County,"70,299"
NY,Rockland County,"83,162"
NY,St. Lawrence County,"43,518"
NY,Saratoga County,"71,885"
NY,Schenectady County,"56,508"
NY,Schoharie County,"48,718"
NY,Schuyler County,"48,135"
NY,Seneca County,"49,809"
NY,Steuben County,"46,849"
NY,Suffolk County,"85,886"
NY,Sullivan County,"48,908"
NY,Tioga County,"52,195"
NY,Tompkins County,"51,880"
NY,Ulster County,"56,718"
NY,Warren County,"54,585"
NY,Washington County,"47,547"
NY,Wayne County,"49,191"
NY,Westchester County,"83,152"
NY,Wyoming County,"53,783"
NY,Yates County,"48,368"
NC,North Carolina,"46,596"
NC,Alamance County,"41,296"
NC,Alexander County,"43,043"
NC,Alleghany County,"35,266"
NC,Anson County,"32,508"
NC,Ashe County,"36,488"
NC,Avery County,"37,131"
NC,Beaufort County,"40,357"
NC,Bertie County,"31,217"
NC,Bladen County,"33,521"
NC,Brunswick County,"47,387"
NC,Buncombe County,"47,296"
NC,Burke County,"39,275"
NC,Cabarrus County,"55,250"
NC,Caldwell County,"38,653"
NC,Camden County,"61,730"
NC,Carteret County,"48,824"
NC,Caswell County,"42,730"
NC,Catawba County,"45,080"
NC,Chatham County,"56,797"
NC,Cherokee County,"34,620"
NC,Chowan County,"38,887"
NC,Clay County,"37,072"
NC,Cleveland County,"39,444"
NC,Columbus County,"34,321"
NC,Craven County,"43,972"
NC,Cumberland County,"42,582"
NC,Currituck County,"58,024"
NC,Dare County,"54,642"
NC,Davidson County,"43,346"
NC,Davie County,"47,592"
NC,Duplin County,"34,109"
NC,Durham County,"50,745"
NC,Edgecombe County,"31,615"
NC,Forsyth County,"45,944"
NC,Franklin County,"48,166"
NC,Gaston County,"42,056"
NC,Gates County,"48,413"
NC,Graham County,"33,824"
NC,Granville County,"49,342"
NC,Greene County,"37,263"
NC,Guilford County,"44,828"
NC,Halifax County,"31,674"
NC,Harnett County,"45,380"
NC,Haywood County,"42,812"
NC,Henderson County,"47,286"
NC,Hertford County,"30,056"
NC,Hoke County,"44,175"
NC,Hyde County,"36,891"
NC,Iredell County,"54,026"
NC,Jackson County,"38,130"
NC,Johnston County,"50,055"
NC,Jones County,"38,928"
NC,Lee County,"46,073"
NC,Lenoir County,"35,991"
NC,Lincoln County,"49,676"
NC,McDowell County,"37,881"
NC,Macon County,"37,884"
NC,Madison County,"38,445"
NC,Martin County,"35,930"
NC,Mecklenburg County,"59,049"
NC,Mitchell County,"36,795"
NC,Montgomery County,"38,530"
NC,Moore County,"51,650"
NC,Nash County,"43,348"
NC,New Hanover County,"49,905"
NC,Northampton County,"32,063"
NC,Onslow County,"47,201"
NC,Orange County,"60,304"
NC,Pamlico County,"43,097"
NC,Pasquotank County,"44,596"
NC,Pender County,"45,453"
NC,Perquimans County,"41,328"
NC,Person County,"45,841"
NC,Pitt County,"41,765"
NC,Polk County,"45,464"
NC,Randolph County,"41,770"
NC,Richmond County,"34,665"
NC,Robeson County,"30,414"
NC,Rockingham County,"39,606"
NC,Rowan County,"44,973"
NC,Rutherford County,"35,629"
NC,Sampson County,"33,876"
NC,Scotland County,"32,782"
NC,Stanly County,"41,921"
NC,Stokes County,"45,065"
NC,Surry County,"37,915"
NC,Swain County,"34,788"
NC,Transylvania County,"44,490"
NC,Tyrrell County,"32,773"
NC,Union County,"64,381"
NC,Vance County,"33,609"
NC,Wake County,"66,950"
NC,Warren County,"33,869"
NC,Washington County,"32,867"
NC,Watauga County,"41,942"
NC,Wayne County,"36,890"
NC,Wilkes County,"33,398"
NC,Wilson County,"39,268"
NC,Yadkin County,"40,801"
NC,Yancey County,"35,974"
ND,North Dakota,"60,227"
ND,Adams County,"45,710"
ND,Barnes County,"52,376"
ND,Benson County,"39,342"
ND,Billings County,"75,096"
ND,Bottineau County,"56,965"
ND,Bowman County,"60,946"
ND,Burke County,"62,875"
ND,Burleigh County,"66,734"
ND,Cass County,"53,755"
ND,Cavalier County,"54,057"
ND,Dickey County,"51,817"
ND,Divide County,"67,344"
ND,Dunn County,"72,018"
ND,Eddy County,"47,596"
ND,Emmons County,"44,282"
ND,Foster County,"54,593"
ND,Golden Valley County,"53,420"
ND,Grand Forks County,"50,435"
ND,Grant County,"39,679"
ND,Griggs County,"51,192"
ND,Hettinger County,"50,038"
ND,Kidder County,"46,923"
ND,LaMoure County,"53,721"
ND,Logan County,"44,696"
ND,McHenry County,"48,887"
ND,McIntosh County,"40,258"
ND,McKenzie County,"81,209"
ND,McLean County,"56,616"
ND,Mercer County,"74,047"
ND,Morton County,"54,637"
ND,Mountrail County,"66,807"
ND,Nelson County,"45,040"
ND,Oliver County,"62,010"
ND,Pembina County,"56,298"
ND,Pierce County,"39,572"
ND,Ramsey County,"51,097"
ND,Ransom County,"56,270"
ND,Renville County,"60,957"
ND,Richland County,"57,177"
ND,Rolette County,"35,630"
ND,Sargent County,"58,467"
ND,Sheridan County,"44,990"
ND,Sioux County,"33,950"
ND,Slope County,"55,664"
ND,Stark County,"76,672"
ND,Steele County,"59,408"
ND,Stutsman County,"53,333"
ND,Towner County,"51,961"
ND,Traill County,"58,995"
ND,Walsh County,"51,754"
ND,Ward County,"62,526"
ND,Wells County,"51,470"
ND,Williams County,"86,354"
OH,Ohio,"49,349"
OH,Adams County,"34,116"
OH,Allen County,"43,602"
OH,Ashland County,"47,369"
OH,Ashtabula County,"39,757"
OH,Athens County,"34,216"
OH,Auglaize County,"52,650"
OH,Belmont County,"41,983"
OH,Brown County,"46,484"
OH,Butler County,"58,558"
OH,Carroll County,"46,177"
OH,Champaign County,"50,302"
OH,Clark County,"42,029"
OH,Clermont County,"62,158"
OH,Clinton County,"49,453"
OH,Columbiana County,"42,645"
OH,Coshocton County,"41,547"
OH,Crawford County,"39,881"
OH,Cuyahoga County,"44,138"
OH,Darke County,"46,610"
OH,Defiance County,"53,026"
OH,Delaware County,"97,802"
OH,Erie County,"49,234"
OH,Fairfield County,"59,921"
OH,Fayette County,"44,947"
OH,Franklin County,"53,164"
OH,Fulton County,"54,666"
OH,Gallia County,"36,675"
OH,Geauga County,"72,264"
OH,Greene County,"59,382"
OH,Guernsey County,"41,940"
OH,Hamilton County,"48,973"
OH,Hancock County,"51,498"
OH,Hardin County,"45,195"
OH,Harrison County,"42,582"
OH,Henry County,"53,645"
OH,Highland County,"41,611"
OH,Hocking County,"42,374"
OH,Holmes County,"50,069"
OH,Huron County,"47,824"
OH,Jackson County,"41,161"
OH,Jefferson County,"40,148"
OH,Knox County,"46,908"
OH,Lake County,"58,697"
OH,Lawrence County,"41,608"
OH,Licking County,"57,308"
OH,Logan County,"50,753"
OH,Lorain County,"52,331"
OH,Lucas County,"42,344"
OH,Madison County,"52,996"
OH,Mahoning County,"41,316"
OH,Marion County,"42,240"
OH,Medina County,"68,405"
OH,Meigs County,"38,081"
OH,Mercer County,"52,606"
OH,Miami County,"51,868"
OH,Monroe County,"40,646"
OH,Montgomery County,"42,994"
OH,Morgan County,"37,923"
OH,Morrow County,"49,846"
OH,Muskingum County,"41,814"
OH,Noble County,"43,953"
OH,Ottawa County,"50,345"
OH,Paulding County,"47,358"
OH,Perry County,"43,341"
OH,Pickaway County,"54,868"
OH,Pike County,"40,512"
OH,Portage County,"52,047"
OH,Preble County,"49,516"
OH,Putnam County,"56,519"
OH,Richland County,"41,948"
OH,Ross County,"42,466"
OH,Sandusky County,"46,447"
OH,Scioto County,"37,625"
OH,Seneca County,"45,003"
OH,Shelby County,"50,774"
OH,Stark County,"47,745"
OH,Summit County,"50,453"
OH,Trumbull County,"43,160"
OH,Tuscarawas County,"46,128"
OH,Union County,"69,900"
OH,Van Wert County,"49,565"
OH,Vinton County,"37,633"
OH,Warren County,"72,973"
OH,Washington County,"45,048"
OH,Wayne County,"50,106"
OH,Williams County,"42,214"
OH,Wood County,"54,996"
OH,Wyandot County,"47,905"
OK,Oklahoma,"47,524"
OK,Adair County,"31,386"
OK,Alfalfa County,"51,885"
OK,Atoka County,"35,910"
OK,Beaver County,"56,664"
OK,Beckham County,"46,625"
OK,Blaine County,"44,309"
OK,Bryan County,"38,187"
OK,Caddo County,"39,933"
OK,Canadian County,"68,421"
OK,Carter County,"44,402"
OK,Cherokee County,"38,027"
OK,Choctaw County,"29,652"
OK,Cimarron County,"41,800"
OK,Cleveland County,"58,205"
OK,Coal County,"36,566"
OK,Comanche County,"46,071"
OK,Cotton County,"41,469"
OK,Craig County,"36,953"
OK,Creek County,"46,614"
OK,Custer County,"45,574"
OK,Delaware County,"36,424"
OK,Dewey County,"50,348"
OK,Ellis County,"52,032"
OK,Garfield County,"49,136"
OK,Garvin County,"40,774"
OK,Grady County,"51,199"
OK,Grant County,"49,774"
OK,Greer County,"34,872"
OK,Harmon County,"33,750"
OK,Harper County,"49,204"
OK,Haskell County,"35,313"
OK,Hughes County,"34,837"
OK,Jackson County,"41,370"
OK,Jefferson County,"32,645"
OK,Johnston County,"35,977"
OK,Kay County,"41,514"
OK,Kingfisher County,"59,525"
OK,Kiowa County,"36,699"
OK,Latimer County,"35,522"
OK,Le Flore County,"36,627"
OK,Lincoln County,"46,083"
OK,Logan County,"55,602"
OK,Love County,"52,662"
OK,McClain County,"58,392"
OK,McCurtain County,"34,964"
OK,McIntosh County,"33,450"
OK,Major County,"54,107"
OK,Marshall County,"38,517"
OK,Mayes County,"41,806"
OK,Murray County,"43,783"
OK,Muskogee County,"41,015"
OK,Noble County,"46,874"
OK,Nowata County,"39,706"
OK,Okfuskee County,"34,172"
OK,Oklahoma County,"48,226"
OK,Okmulgee County,"38,183"
OK,Osage County,"48,014"
OK,Ottawa County,"35,580"
OK,Pawnee County,"43,476"
OK,Payne County,"41,037"
OK,Pittsburg County,"39,900"
OK,Pontotoc County,"41,423"
OK,Pottawatomie County,"45,710"
OK,Pushmataha County,"32,215"
OK,Roger Mills County,"56,139"
OK,Rogers County,"56,465"
OK,Seminole County,"35,964"
OK,Sequoyah County,"35,592"
OK,Stephens County,"42,967"
OK,Texas County,"49,780"
OK,Tillman County,"35,274"
OK,Tulsa County,"50,507"
OK,Wagoner County,"58,921"
OK,Washington County,"49,056"
OK,Washita County,"47,391"
OK,Woods County,"48,831"
OK,Woodward County,"56,067"
OR,Oregon,"51,088"
OR,Baker County,"38,966"
OR,Benton County,"54,089"
OR,Clackamas County,"65,555"
OR,Clatsop County,"45,132"
OR,Columbia County,"57,517"
OR,Coos County,"39,956"
OR,Crook County,"38,155"
OR,Curry County,"40,524"
OR,Deschutes County,"52,387"
OR,Douglas County,"41,504"
OR,Gilliam County,"51,978"
OR,Grant County,"41,304"
OR,Harney County,"36,340"
OR,Hood River County,"54,063"
OR,Jackson County,"44,835"
OR,Jefferson County,"42,753"
OR,Josephine County,"37,230"
OR,Klamath County,"39,234"
OR,Lake County,"40,328"
OR,Lane County,"44,976"
OR,Lincoln County,"40,226"
OR,Linn County,"44,358"
OR,Malheur County,"35,094"
OR,Marion County,"48,554"
OR,Morrow County,"51,839"
OR,Multnomah County,"53,519"
OR,Polk County,"52,626"
OR,Sherman County,"53,277"
OR,Tillamook County,"41,662"
OR,Umatilla County,"44,780"
OR,Union County,"44,841"
OR,Wallowa County,"39,743"
OR,Wasco County,"44,010"
OR,Washington County,"66,315"
OR,Wheeler County,"33,387"
OR,Yamhill County,"52,903"
PA,Pennsylvania,"53,224"
PA,Adams County,"60,179"
PA,Allegheny County,"52,385"
PA,Armstrong County,"44,326"
PA,Beaver County,"51,041"
PA,Bedford County,"46,890"
PA,Berks County,"55,936"
PA,Blair County,"43,343"
PA,Bradford County,"47,242"
PA,Bucks County,"77,823"
PA,Butler County,"60,851"
PA,Cambria County,"42,703"
PA,Cameron County,"40,257"
PA,Carbon County,"49,252"
PA,Centre County,"51,573"
PA,Chester County,"85,613"
PA,Clarion County,"43,202"
PA,Clearfield County,"40,230"
PA,Clinton County,"44,224"
PA,Columbia County,"46,938"
PA,Crawford County,"43,969"
PA,Cumberland County,"62,692"
PA,Dauphin County,"52,967"
PA,Delaware County,"62,867"
PA,Elk County,"46,965"
PA,Erie County,"45,476"
PA,Fayette County,"36,902"
PA,Forest County,"37,794"
PA,Franklin County,"50,434"
PA,Fulton County,"48,084"
PA,Greene County,"49,897"
PA,Huntingdon County,"44,531"
PA,Indiana County,"42,611"
PA,Jefferson County,"43,810"
PA,Juniata County,"48,944"
PA,Lackawanna County,"45,098"
PA,Lancaster County,"57,369"
PA,Lawrence County,"44,903"
PA,Lebanon County,"53,861"
PA,Lehigh County,"58,283"
PA,Luzerne County,"44,222"
PA,Lycoming County,"45,211"
PA,Mc Kean County,"44,723"
PA,Mercer County,"43,559"
PA,Mifflin County,"40,957"
PA,Monroe County,"59,492"
PA,Montgomery County,"79,576"
PA,Montour County,"54,547"
PA,Northampton County,"61,510"
PA,Northumberland County,"40,429"
PA,Perry County,"54,920"
PA,Philadelphia County,"39,037"
PA,Pike County,"58,375"
PA,Potter County,"40,323"
PA,Schuylkill County,"43,169"
PA,Snyder County,"49,117"
PA,Somerset County,"45,706"
PA,Sullivan County,"44,191"
PA,Susquehanna County,"49,552"
PA,Tioga County,"47,360"
PA,Union County,"47,996"
PA,Venango County,"43,810"
PA,Warren County,"44,651"
PA,Washington County,"55,796"
PA,Wayne County,"48,663"
PA,Westmoreland County,"53,536"
PA,Wyoming County,"55,882"
PA,York County,"58,471"
RI,Rhode Island,"54,797"
RI,Bristol County,"68,246"
RI,Kent County,"61,923"
RI,Newport County,"69,203"
RI,Providence County,"47,278"
RI,Washington County,"70,705"
SC,South Carolina,"45,337"
SC,Abbeville County,"35,525"
SC,Aiken County,"48,537"
SC,Allendale County,"25,530"
SC,Anderson County,"43,124"
SC,Bamberg County,"30,349"
SC,Barnwell County,"32,205"
SC,Beaufort County,"55,427"
SC,Berkeley County,"52,436"
SC,Calhoun County,"41,209"
SC,Charleston County,"52,752"
SC,Cherokee County,"38,947"
SC,Chester County,"37,537"
SC,Chesterfield County,"34,949"
SC,Clarendon County,"32,268"
SC,Colleton County,"35,558"
SC,Darlington County,"35,640"
SC,Dillon County,"30,516"
SC,Dorchester County,"56,388"
SC,Edgefield County,"44,129"
SC,Fairfield County,"35,490"
SC,Florence County,"42,232"
SC,Georgetown County,"44,283"
SC,Greenville County,"49,659"
SC,Greenwood County,"38,878"
SC,Hampton County,"33,644"
SC,Horry County,"42,830"
SC,Jasper County,"37,715"
SC,Kershaw County,"45,411"
SC,Lancaster County,"44,854"
SC,Laurens County,"38,268"
SC,Lee County,"31,510"
SC,Lexington County,"54,098"
SC,McCormick County,"38,694"
SC,Marion County,"32,283"
SC,Marlboro County,"31,170"
SC,Newberry County,"42,000"
SC,Oconee County,"39,548"
SC,Orangeburg County,"31,382"
SC,Pickens County,"41,375"
SC,Richland County,"49,782"
SC,Saluda County,"42,286"
SC,Spartanburg County,"44,050"
SC,Sumter County,"37,906"
SC,Union County,"37,501"
SC,Williamsburg County,"29,609"
SC,York County,"54,196"
SD,South Dakota,"51,059"
SD,Aurora County,"50,896"
SD,Beadle County,"49,583"
SD,Bennett County,"34,326"
SD,Bon Homme County,"47,987"
SD,Brookings County,"52,930"
SD,Brown County,"53,150"
SD,Brule County,"47,224"
SD,Buffalo County,"21,658"
SD,Butte County,"41,446"
SD,Campbell County,"49,895"
SD,Charles Mix County,"41,395"
SD,Clark County,"48,024"
SD,Clay County,"43,453"
SD,Codington County,"52,892"
SD,Corson County,"31,420"
SD,Custer County,"51,244"
SD,Davison County,"48,675"
SD,Day County,"43,305"
SD,Deuel County,"51,246"
SD,Dewey County,"34,936"
SD,Douglas County,"49,251"
SD,Edmunds County,"57,148"
SD,Fall River County,"42,007"
SD,Faulk County,"46,633"
SD,Grant County,"52,816"
SD,Gregory County,"36,836"
SD,Haakon County,"43,699"
SD,Hamlin County,"53,944"
SD,Hand County,"51,201"
SD,Hanson County,"61,945"
SD,Harding County,"49,220"
SD,Hughes County,"58,340"
SD,Hutchinson County,"48,879"
SD,Hyde County,"49,184"
SD,Jackson County,"31,922"
SD,Jerauld County,"48,773"
SD,Jones County,"44,876"
SD,Kingsbury County,"51,837"
SD,Lake County,"53,175"
SD,Lawrence County,"45,945"
SD,Lincoln County,"79,857"
SD,Lyman County,"40,639"
SD,McCook County,"57,741"
SD,McPherson County,"38,469"
SD,Marshall County,"50,155"
SD,Meade County,"54,771"
SD,Mellette County,"34,237"
SD,Miner County,"49,159"
SD,Minnehaha County,"55,107"
SD,Moody County,"53,654"
SD,Pennington County,"48,379"
SD,Perkins County,"39,936"
SD,Potter County,"52,758"
SD,Roberts County,"45,911"
SD,Sanborn County,"46,281"
SD,Shannon County,"27,244"
SD,Spink County,"48,125"
SD,Stanley County,"67,172"
SD,Sully County,"59,879"
SD,Todd County,"27,481"
SD,Tripp County,"40,545"
SD,Turner County,"55,708"
SD,Union County,"72,041"
SD,Walworth County,"41,831"
SD,Yankton County,"47,363"
SD,Ziebach County,"32,025"
TN,Tennessee,"44,357"
TN,Anderson County,"46,689"
TN,Bedford County,"42,252"
TN,Benton County,"34,382"
TN,Bledsoe County,"34,948"
TN,Blount County,"47,175"
TN,Bradley County,"43,065"
TN,Campbell County,"33,333"
TN,Cannon County,"41,068"
TN,Carroll County,"36,627"
TN,Carter County,"34,354"
TN,Cheatham County,"51,475"
TN,Chester County,"40,980"
TN,Claiborne County,"33,640"
TN,Clay County,"30,744"
TN,Cocke County,"30,860"
TN,Coffee County,"45,235"
TN,Crockett County,"37,853"
TN,Cumberland County,"40,839"
TN,Davidson County,"48,195"
TN,Decatur County,"37,417"
TN,DeKalb County,"38,595"
TN,Dickson County,"45,914"
TN,Dyer County,"43,425"
TN,Fayette County,"56,573"
TN,Fentress County,"30,299"
TN,Franklin County,"43,851"
TN,Gibson County,"37,498"
TN,Giles County,"41,326"
TN,Grainger County,"35,704"
TN,Greene County,"36,740"
TN,Grundy County,"28,086"
TN,Hamblen County,"37,410"
TN,Hamilton County,"48,380"
TN,Hancock County,"27,323"
TN,Hardeman County,"35,321"
TN,Hardin County,"36,285"
TN,Hawkins County,"39,506"
TN,Haywood County,"35,470"
TN,Henderson County,"39,303"
TN,Henry County,"37,151"
TN,Hickman County,"37,443"
TN,Houston County,"39,753"
TN,Humphreys County,"42,837"
TN,Jackson County,"35,379"
TN,Jefferson County,"41,235"
TN,Johnson County,"31,330"
TN,Knox County,"47,199"
TN,Lake County,"28,524"
TN,Lauderdale County,"33,595"
TN,Lawrence County,"34,614"
TN,Lewis County,"36,255"
TN,Lincoln County,"41,802"
TN,Loudon County,"53,945"
TN,McMinn County,"39,528"
TN,McNairy County,"34,882"
TN,Macon County,"36,886"
TN,Madison County,"43,113"
TN,Marion County,"40,766"
TN,Marshall County,"42,839"
TN,Maury County,"51,303"
TN,Meigs County,"34,801"
TN,Monroe County,"37,392"
TN,Montgomery County,"50,935"
TN,Moore County,"50,358"
TN,Morgan County,"36,390"
TN,Obion County,"40,683"
TN,Overton County,"35,884"
TN,Perry County,"33,776"
TN,Pickett County,"31,996"
TN,Polk County,"36,643"
TN,Putnam County,"37,693"
TN,Rhea County,"37,952"
TN,Roane County,"43,269"
TN,Robertson County,"52,640"
TN,Rutherford County,"53,799"
TN,Scott County,"31,397"
TN,Sequatchie County,"44,111"
TN,Sevier County,"39,905"
TN,Shelby County,"44,015"
TN,Smith County,"43,659"
TN,Stewart County,"41,590"
TN,Sullivan County,"38,840"
TN,Sumner County,"58,291"
TN,Tipton County,"52,339"
TN,Trousdale County,"40,251"
TN,Unicoi County,"37,632"
TN,Union County,"37,453"
TN,Van Buren County,"34,884"
TN,Warren County,"36,942"
TN,Washington County,"43,212"
TN,Wayne County,"33,573"
TN,Weakley County,"36,205"
TN,White County,"35,400"
TN,Williamson County,"97,936"
TN,Wilson County,"60,955"
TX,Texas,"53,067"
TX,Anderson County,"42,471"
TX,Andrews County,"66,878"
TX,Angelina County,"42,128"
TX,Aransas County,"44,551"
TX,Archer County,"58,867"
TX,Armstrong County,"55,177"
TX,Atascosa County,"52,785"
TX,Austin County,"58,792"
TX,Bailey County,"36,821"
TX,Bandera County,"50,107"
TX,Bastrop County,"52,886"
TX,Baylor County,"36,027"
TX,Bee County,"40,680"
TX,Bell County,"51,048"
TX,Bexar County,"50,699"
TX,Blanco County,"57,177"
TX,Borden County,"61,750"
TX,Bosque County,"44,397"
TX,Bowie County,"41,883"
TX,Brazoria County,"73,788"
TX,Brazos County,"41,641"
TX,Brewster County,"40,179"
TX,Briscoe County,"42,139"
TX,Brooks County,"27,875"
TX,Brown County,"41,316"
TX,Burleson County,"48,140"
TX,Burnet County,"53,203"
TX,Caldwell County,"47,227"
TX,Calhoun County,"46,705"
TX,Callahan County,"40,796"
TX,Cameron County,"32,215"
TX,Camp County,"37,801"
TX,Carson County,"58,425"
TX,Cass County,"39,256"
TX,Castro County,"42,966"
TX,Chambers County,"77,281"
TX,Cherokee County,"38,465"
TX,Childress County,"39,025"
TX,Clay County,"50,993"
TX,Cochran County,"39,870"
TX,Coke County,"41,593"
TX,Coleman County,"37,497"
TX,Collin County,"86,634"
TX,Collingsworth County,"38,655"
TX,Colorado County,"46,484"
TX,Comal County,"64,533"
TX,Comanche County,"38,280"
TX,Concho County,"40,837"
TX,Cooke County,"57,378"
TX,Coryell County,"47,018"
TX,Cottle County,"32,722"
TX,Crane County,"61,098"
TX,Crockett County,"49,614"
TX,Crosby County,"36,627"
TX,Culberson County,"33,637"
TX,Dallam County,"43,523"
TX,Dallas County,"50,118"
TX,Dawson County,"41,876"
TX,Deaf Smith County,"41,499"
TX,Delta County,"38,304"
TX,Denton County,"74,569"
TX,DeWitt County,"45,717"
TX,Dickens County,"35,924"
TX,Dimmit County,"36,856"
TX,Donley County,"37,263"
TX,Duval County,"35,069"
TX,Eastland County,"36,591"
TX,Ector County,"55,555"
TX,Edwards County,"35,554"
TX,Ellis County,"61,157"
TX,El Paso County,"40,081"
TX,Erath County,"41,914"
TX,Falls County,"35,491"
TX,Fannin County,"43,211"
TX,Fayette County,"49,830"
TX,Fisher County,"44,519"
TX,Floyd County,"36,898"
TX,Foard County,"33,442"
TX,Fort Bend County,"88,516"
TX,Franklin County,"42,099"
TX,Freestone County,"46,526"
TX,Frio County,"34,206"
TX,Gaines County,"50,709"
TX,Galveston County,"58,333"
TX,Garza County,"49,947"
TX,Gillespie County,"52,814"
TX,Glasscock County,"73,335"
TX,Goliad County,"49,369"
TX,Gonzales County,"42,291"
TX,Gray County,"49,012"
TX,Grayson County,"49,261"
TX,Gregg County,"50,020"
TX,Grimes County,"44,795"
TX,Guadalupe County,"61,825"
TX,Hale County,"40,213"
TX,Hall County,"33,324"
TX,Hamilton County,"41,207"
TX,Hansford County,"50,698"
TX,Hardeman County,"36,992"
TX,Hardin County,"53,872"
TX,Harris County,"54,230"
TX,Harrison County,"48,461"
TX,Hartley County,"64,182"
TX,Haskell County,"35,607"
TX,Hays County,"59,569"
TX,Hemphill County,"66,505"
TX,Henderson County,"40,921"
TX,Hidalgo County,"34,368"
TX,Hill County,"41,521"
TX,Hockley County,"50,124"
TX,Hood County,"55,472"
TX,Hopkins County,"44,076"
TX,Houston County,"33,698"
TX,Howard County,"47,299"
TX,Hudspeth County,"32,086"
TX,Hunt County,"43,385"
TX,Hutchinson County,"51,508"
TX,Irion County,"63,054"
TX,Jack County,"52,030"
TX,Jackson County,"52,185"
TX,Jasper County,"41,017"
TX,Jeff Davis County,"46,364"
TX,Jefferson County,"41,147"
TX,Jim Hogg County,"36,929"
TX,Jim Wells County,"46,200"
TX,Johnson County,"55,926"
TX,Jones County,"41,079"
TX,Karnes County,"43,986"
TX,Kaufman County,"57,585"
TX,Kendall County,"77,764"
TX,Kenedy County,"38,451"
TX,Kent County,"43,026"
TX,Kerr County,"44,113"
TX,Kimble County,"38,750"
TX,King County,"64,203"
TX,Kinney County,"39,335"
TX,Kleberg County,"40,884"
TX,Knox County,"36,929"
TX,Lamar County,"41,009"
TX,Lamb County,"37,111"
TX,Lampasas County,"50,699"
TX,La Salle County,"38,012"
TX,Lavaca County,"47,041"
TX,Lee County,"52,895"
TX,Leon County,"45,159"
TX,Liberty County,"47,123"
TX,Limestone County,"37,256"
TX,Lipscomb County,"60,810"
TX,Live Oak County,"51,481"
TX,Llano County,"45,096"
TX,Loving County,"55,819"
TX,Lubbock County,"45,719"
TX,Lynn County,"41,589"
TX,McCulloch County,"39,649"
TX,McLennan County,"43,488"
TX,McMullen County,"61,571"
TX,Madison County,"39,030"
TX,Marion County,"34,452"
TX,Martin County,"61,896"
TX,Mason County,"42,820"
TX,Matagorda County,"41,587"
TX,Maverick County,"32,248"
TX,Medina County,"53,440"
TX,Menard County,"32,580"
TX,Midland County,"74,811"
TX,Milam County,"41,849"
TX,Mills County,"38,564"
TX,Mitchell County,"41,363"
TX,Montague County,"48,996"
TX,Montgomery County,"70,929"
TX,Moore County,"42,839"
TX,Morris County,"37,954"
TX,Motley County,"37,936"
TX,Nacogdoches County,"38,895"
TX,Navarro County,"43,091"
TX,Newton County,"39,135"
TX,Nolan County,"38,742"
TX,Nueces County,"51,222"
TX,Ochiltree County,"61,773"
TX,Oldham County,"54,458"
TX,Orange County,"48,834"
TX,Palo Pinto County,"40,862"
TX,Panola County,"48,822"
TX,Parker County,"67,655"
TX,Parmer County,"41,813"
TX,Pecos County,"44,817"
TX,Polk County,"41,401"
TX,Potter County,"38,224"
TX,Presidio County,"34,258"
TX,Rains County,"47,834"
TX,Randall County,"64,636"
