Postal_Code,Name,Median_Household_Income
KS,Cherokee County,"40,686"
KS,Cheyenne County,"41,797"
KS,Clark County,"47,650"
KS,Clay County,"53,131"
KS,Cloud County,"42,697"
KS,Coffey County,"55,705"
KS,Comanche County,"45,353"
KS,Cowley County,"45,180"
KS,Crawford County,"38,491"
KS,Decatur County,"41,434"
KS,Dickinson County,"47,493"
KS,Doniphan County,"47,599"
KS,Douglas County,"49,246"
KS,Edwards County,"49,256"
KS,Elk County,"36,471"
KS,Ellis County,"49,508"
KS,Ellsworth County,"46,961"
KS,Finney County,"48,609"
KS,Ford County,"51,144"
KS,Franklin County,"50,745"
KS,Geary County,"41,193"
KS,Gove County,"50,886"
KS,Graham County,"45,341"
KS,Grant County,"60,279"
KS,Gray County,"58,543"
KS,Greeley County,"52,795"
KS,Greenwood County,"39,732"
KS,Hamilton County,"47,709"
KS,Harper County,"50,525"
KS,Harvey County,"55,074"
KS,Haskell County,"59,596"
KS,Hodgeman County,"52,394"
KS,Jackson County,"53,796"
KS,Jefferson County,"56,927"
KS,Jewell County,"44,101"
KS,Johnson County,"76,104"
KS,Kearny County,"53,484"
KS,Kingman County,"53,378"
KS,Kiowa County,"46,318"
KS,Labette County,"40,822"
KS,Lane County,"53,739"
KS,Leavenworth County,"65,549"
KS,Lincoln County,"44,896"
KS,Linn County,"44,520"
KS,Logan County,"49,852"
KS,Lyon County,"43,038"
KS,McPherson County,"57,878"
KS,Marion County,"47,723"
KS,Marshall County,"47,901"
KS,Meade County,"53,903"
KS,Miami County,"63,924"
KS,Mitchell County,"48,645"
KS,Montgomery County,"42,221"
KS,Morris County,"44,774"
KS,Morton County,"55,378"
KS,Nemaha County,"54,149"
KS,Neosho County,"41,527"
KS,Ness County,"51,923"
KS,Norton County,"44,846"
KS,Osage County,"52,749"
KS,Osborne County,"38,848"
KS,Ottawa County,"52,744"
KS,Pawnee County,"47,351"
KS,Phillips County,"45,856"
KS,Pottawatomie County,"65,373"
KS,Pratt County,"54,701"
KS,Rawlins County,"44,932"
KS,Reno County,"46,533"
KS,Republic County,"42,381"
KS,Rice County,"49,152"
KS,Riley County,"46,468"
KS,Rooks County,"48,383"
KS,Rush County,"43,083"
KS,Russell County,"45,443"
KS,Saline County,"48,460"
KS,Scott County,"56,032"
KS,Sedgwick County,"51,175"
KS,Seward County,"47,381"
KS,Shawnee County,"52,795"
KS,Sheridan County,"52,300"
KS,Sherman County,"43,100"
KS,Smith County,"41,303"
KS,Stafford County,"45,945"
KS,Stanton County,"56,591"
KS,Stevens County,"59,773"
KS,Sumner County,"52,476"
KS,Thomas County,"50,639"
KS,Trego County,"46,859"
KS,Wabaunsee County,"59,160"
KS,Wallace County,"49,109"
KS,Washington County,"43,264"
KS,Wichita County,"53,447"
KS,Wilson County,"39,764"
KS,Woodson County,"35,502"
KS,Wyandotte County,"37,087"
KY,Kentucky,"42,914"
KY,Adair County,"31,558"
KY,Allen County,"39,801"
KY,Anderson County,"54,331"
KY,Ballard County,"44,732"
KY,Barren County,"37,666"
KY,Bath County,"34,126"
KY,Bell County,"24,868"
KY,Boone County,"66,939"
KY,Bourbon County,"42,812"
KY,Boyd County,"40,224"
KY,Boyle County,"41,538"
KY,Bracken County,"41,910"
KY,Breathitt County,"28,647"
KY,Breckinridge County,"41,547"
KY,Bullitt County,"54,924"
KY,Butler County,"35,219"
KY,Caldwell County,"42,640"
KY,Calloway County,"37,705"
KY,Campbell County,"52,349"
KY,Carlisle County,"40,701"
KY,Carroll County,"43,615"
KY,Carter County,"34,991"
KY,Casey County,"29,344"
KY,Christian County,"36,736"
KY,Clark County,"49,012"
KY,Clay County,"25,215"
KY,Clinton County,"28,341"
KY,Crittenden County,"38,338"
KY,Cumberland County,"29,067"
KY,Daviess County,"43,390"
KY,Edmonson County,"38,544"
KY,Elliott County,"30,556"
KY,Estill County,"30,333"
KY,Fayette County,"48,552"
KY,Fleming County,"35,878"
KY,Floyd County,"30,127"
KY,Franklin County,"49,400"
KY,Fulton County,"30,671"
KY,Gallatin County,"45,483"
KY,Garrard County,"43,647"
KY,Grant County,"46,226"
KY,Graves County,"39,247"
KY,Grayson County,"35,726"
KY,Green County,"33,640"
KY,Greenup County,"42,452"
KY,Hancock County,"50,358"
KY,Hardin County,"50,407"
KY,Harlan County,"26,351"
KY,Harrison County,"41,406"
KY,Hart County,"38,038"
KY,Henderson County,"43,040"
KY,Henry County,"43,799"
KY,Hickman County,"41,588"
KY,Hopkins County,"42,477"
KY,Jackson County,"29,090"
KY,Jefferson County,"48,264"
KY,Jessamine County,"51,227"
KY,Johnson County,"34,271"
KY,Kenton County,"54,728"
KY,Knott County,"27,709"
KY,Knox County,"26,048"
KY,Larue County,"40,312"
KY,Laurel County,"34,678"
KY,Lawrence County,"32,835"
KY,Lee County,"25,473"
KY,Leslie County,"27,777"
KY,Letcher County,"28,574"
KY,Lewis County,"30,217"
KY,Lincoln County,"35,368"
KY,Livingston County,"42,892"
KY,Logan County,"41,150"
KY,Lyon County,"43,067"
KY,McCracken County,"41,216"
KY,McCreary County,"24,265"
KY,McLean County,"42,288"
KY,Madison County,"44,358"
KY,Magoffin County,"29,421"
KY,Marion County,"39,089"
KY,Marshall County,"45,596"
KY,Martin County,"27,484"
KY,Mason County,"40,260"
KY,Meade County,"52,377"
KY,Menifee County,"30,828"
KY,Mercer County,"43,945"
KY,Metcalfe County,"30,460"
KY,Monroe County,"30,172"
KY,Montgomery County,"41,139"
KY,Morgan County,"30,872"
KY,Muhlenberg County,"38,916"
KY,Nelson County,"54,540"
KY,Nicholas County,"37,061"
KY,Ohio County,"38,261"
KY,Oldham County,"92,097"
KY,Owen County,"43,626"
KY,Owsley County,"23,047"
KY,Pendleton County,"47,023"
KY,Perry County,"31,265"
KY,Pike County,"32,666"
KY,Powell County,"32,783"
KY,Pulaski County,"32,767"
KY,Robertson County,"37,281"
KY,Rockcastle County,"33,789"
KY,Rowan County,"37,287"
KY,Russell County,"33,623"
KY,Scott County,"61,989"
KY,Shelby County,"57,447"
KY,Simpson County,"45,269"
KY,Spencer County,"67,437"
KY,Taylor County,"34,633"
KY,Todd County,"40,002"
KY,Trigg County,"44,676"
KY,Trimble County,"46,708"
KY,Union County,"44,119"
KY,Warren County,"48,925"
KY,Washington County,"39,983"
KY,Wayne County,"30,619"
KY,Webster County,"43,024"
KY,Whitley County,"31,086"
KY,Wolfe County,"25,768"
KY,Woodford County,"57,067"
LA,Louisiana,"44,680"
LA,Acadia Parish,"40,269"
LA,Allen Parish,"36,852"
LA,Ascension Parish,"67,299"
LA,Assumption Parish,"46,317"
LA,Avoyelles Parish,"34,022"
LA,Beauregard Parish,"43,918"
LA,Bienville Parish,"33,134"
LA,Bossier Parish,"51,138"
LA,Caddo Parish,"39,812"
LA,Calcasieu Parish,"45,979"
LA,Caldwell Parish,"36,350"
LA,Cameron Parish,"59,300"
LA,Catahoula Parish,"34,116"
LA,Claiborne Parish,"35,385"
LA,Concordia Parish,"31,835"
LA,De Soto Parish,"40,642"
LA,East Baton Rouge Parish,"46,831"
LA,East Carroll Parish,"25,402"
LA,East Feliciana Parish,"41,651"
LA,Evangeline Parish,"32,615"
LA,Franklin Parish,"32,318"
LA,Grant Parish,"40,668"
LA,Iberia Parish,"45,226"
LA,Iberville Parish,"47,377"
LA,Jackson Parish,"37,130"
LA,Jefferson Parish,"47,024"
LA,Jefferson Davis Parish,"37,968"
LA,Lafayette Parish,"51,340"
LA,Lafourche Parish,"47,382"
LA,La Salle Parish,"44,139"
LA,Lincoln Parish,"32,889"
LA,Livingston Parish,"58,818"
LA,Madison Parish,"26,732"
LA,Morehouse Parish,"30,636"
LA,Natchitoches Parish,"34,522"
LA,Orleans Parish,"35,468"
LA,Ouachita Parish,"40,877"
LA,Plaquemines Parish,"51,304"
LA,Pointe Coupee Parish,"44,469"
LA,Rapides Parish,"40,406"
LA,Red River Parish,"33,322"
LA,Richland Parish,"36,666"
LA,Sabine Parish,"39,561"
LA,St. Bernard Parish,"45,615"
LA,St. Charles Parish,"60,751"
LA,St. Helena Parish,"35,004"
LA,St. James Parish,"47,477"
LA,St. John the Baptist Parish,"47,225"
LA,St. Landry Parish,"32,683"
LA,St. Martin Parish,"46,713"
LA,St. Mary Parish,"42,075"
LA,St. Tammany Parish,"63,441"
LA,Tangipahoa Parish,"39,927"
LA,Tensas Parish,"27,522"
LA,Terrebonne Parish,"49,044"
LA,Union Parish,"38,998"
LA,Vermilion Parish,"45,331"
LA,Vernon Parish,"46,682"
LA,Washington Parish,"29,749"
LA,Webster Parish,"36,003"
LA,West Baton Rouge Parish,"51,550"
LA,West Carroll Parish,"33,959"
LA,West Feliciana Parish,"53,679"
LA,Winn Parish,"36,644"
ME,Maine,"49,381"
ME,Androscoggin County,"46,701"
ME,Aroostook County,"36,066"
ME,Cumberland County,"61,436"
ME,Franklin County,"41,035"
ME,Hancock County,"45,807"
ME,Kennebec County,"45,556"
ME,Knox County,"50,002"
ME,Lincoln County,"47,905"
ME,Oxford County,"40,120"
ME,Penobscot County,"42,728"
ME,Piscataquis County,"36,994"
ME,Sagadahoc County,"55,630"
ME,Somerset County,"39,001"
ME,Waldo County,"46,598"
ME,Washington County,"38,057"
ME,York County,"55,482"
MD,Maryland,"73,851"
MD,Allegany County,"39,808"
MD,Anne Arundel County,"86,654"
MD,Baltimore County,"67,766"
MD,Calvert County,"92,446"
MD,Caroline County,"49,573"
MD,Carroll County,"84,500"
MD,Cecil County,"62,198"
MD,Charles County,"86,703"
MD,Dorchester County,"42,279"
MD,Frederick County,"83,698"
MD,Garrett County,"47,441"
MD,Harford County,"79,403"
MD,Howard County,"106,871"
MD,Kent County,"53,288"
MD,Montgomery County,"97,279"
MD,Prince George's County,"71,904"
MD,Queen Anne's County,"80,650"
MD,St. Mary's County,"84,686"
MD,Somerset County,"38,376"
MD,Talbot County,"54,836"
MD,Washington County,"54,606"
MD,Wicomico County,"51,927"
MD,Worcester County,"55,691"
MD,Baltimore city,"41,895"
MA,Massachusetts,"69,200"
MA,Barnstable County,"64,150"
MA,Berkshire County,"49,890"
MA,Bristol County,"57,732"
MA,Dukes County,"61,259"
MA,Essex County,"70,074"
MA,Franklin County,"53,953"
MA,Hampden County,"49,072"
MA,Hampshire County,"57,737"
MA,Middlesex County,"84,026"
MA,Nantucket County,"82,596"
MA,Norfolk County,"90,039"
MA,Plymouth County,"74,576"
MA,Suffolk County,"54,280"
MA,Worcester County,"65,217"
MI,Michigan,"49,755"
MI,Alcona County,"36,377"
MI,Alger County,"45,308"
MI,Allegan County,"54,232"
MI,Alpena County,"38,121"
MI,Antrim County,"45,743"
MI,Arenac County,"36,460"
MI,Baraga County,"41,624"
MI,Barry County,"57,235"
MI,Bay County,"46,061"
MI,Benzie County,"48,846"
MI,Berrien County,"44,145"
MI,Branch County,"46,371"
MI,Calhoun County,"45,916"
MI,Cass County,"48,030"
MI,Charlevoix County,"47,991"
MI,Cheboygan County,"41,930"
MI,Chippewa County,"38,989"
MI,Clare County,"34,655"
MI,Clinton County,"60,650"
MI,Crawford County,"41,101"
MI,Delta County,"43,338"
MI,Dickinson County,"45,174"
MI,Eaton County,"57,088"
MI,Emmet County,"50,191"
MI,Genesee County,"41,787"
MI,Gladwin County,"39,721"
MI,Gogebic County,"33,600"
MI,Grand Traverse County,"55,592"
MI,Gratiot County,"43,509"
MI,Hillsdale County,"44,780"
MI,Houghton County,"39,126"
MI,Huron County,"41,678"
MI,Ingham County,"45,840"
MI,Ionia County,"48,681"
MI,Iosco County,"37,122"
MI,Iron County,"35,961"
MI,Isabella County,"42,431"
MI,Jackson County,"46,670"
MI,Kalamazoo County,"46,283"
MI,Kalkaska County,"40,709"
MI,Kent County,"53,342"
MI,Keweenaw County,"40,411"
MI,Lake County,"30,990"
MI,Lapeer County,"51,510"
MI,Leelanau County,"60,622"
MI,Lenawee County,"48,194"
MI,Livingston County,"74,341"
MI,Luce County,"37,590"
MI,Mackinac County,"39,359"
MI,Macomb County,"54,865"
MI,Manistee County,"37,477"
MI,Marquette County,"44,735"
MI,Mason County,"42,896"
MI,Mecosta County,"41,572"
MI,Menominee County,"42,191"
MI,Midland County,"51,629"
MI,Missaukee County,"40,455"
MI,Monroe County,"57,719"
MI,Montcalm County,"41,554"
MI,Montmorency County,"37,961"
MI,Muskegon County,"42,588"
MI,Newaygo County,"41,588"
MI,Oakland County,"69,378"
MI,Oceana County,"41,166"
MI,Ogemaw County,"35,968"
MI,Ontonagon County,"35,387"
MI,Osceola County,"40,235"
MI,Oscoda County,"33,975"
MI,Otsego County,"44,693"
MI,Ottawa County,"60,577"
MI,Presque Isle County,"39,420"
MI,Roscommon County,"35,002"
MI,Saginaw County,"44,548"
MI,St. Clair County,"50,303"
MI,St. Joseph County,"43,687"
MI,Sanilac County,"42,081"
MI,Schoolcraft County,"39,539"
MI,Shiawassee County,"47,882"
MI,Tuscola County,"43,186"
MI,Van Buren County,"46,715"
MI,Washtenaw County,"62,861"
MI,Wayne County,"41,434"
MI,Wexford County,"39,807"
MN,Minnesota,"61,473"
MN,Aitkin County,"40,676"
MN,Anoka County,"70,868"
MN,Becker County,"51,116"
MN,Beltrami County,"43,706"
MN,Benton County,"52,531"
MN,Big Stone County,"46,495"
MN,Blue Earth County,"49,513"
MN,Brown County,"52,272"
MN,Carlton County,"53,291"
MN,Carver County,"88,500"
MN,Cass County,"45,179"
MN,Chippewa County,"51,274"
MN,Chisago County,"75,122"
MN,Clay County,"55,560"
MN,Clearwater County,"43,674"
MN,Cook County,"48,593"
MN,Cottonwood County,"48,176"
MN,Crow Wing County,"50,162"
MN,Dakota County,"76,269"
MN,Dodge County,"68,777"
MN,Douglas County,"52,298"
MN,Faribault County,"48,163"
MN,Fillmore County,"52,444"
MN,Freeborn County,"47,203"
MN,Goodhue County,"60,869"
MN,Grant County,"48,179"
MN,Hennepin County,"64,490"
MN,Houston County,"59,900"
MN,Hubbard County,"47,944"
MN,Isanti County,"65,342"
MN,Itasca County,"48,525"
MN,Jackson County,"53,700"
MN,Kanabec County,"48,908"
MN,Kandiyohi County,"57,405"
MN,Kittson County,"50,372"
MN,Koochiching County,"44,113"
MN,Lac qui Parle County,"48,245"
MN,Lake County,"52,381"
MN,Lake of the Woods County,"44,727"
MN,Le Sueur County,"61,665"
MN,Lincoln County,"48,449"
MN,Lyon County,"53,552"
MN,McLeod County,"60,114"
MN,Mahnomen County,"39,926"
MN,Marshall County,"54,433"
MN,Martin County,"52,042"
MN,Meeker County,"54,354"
MN,Mille Lacs County,"48,434"
MN,Morrison County,"50,685"
MN,Mower County,"47,537"
MN,Murray County,"52,219"
MN,Nicollet County,"61,279"
MN,Nobles County,"50,684"
MN,Norman County,"51,597"
MN,Olmsted County,"69,430"
MN,Otter Tail County,"51,510"
MN,Pennington County,"50,905"
MN,Pine County,"42,157"
MN,Pipestone County,"47,164"
MN,Polk County,"50,175"
MN,Pope County,"51,343"
MN,Ramsey County,"55,070"
MN,Red Lake County,"48,188"
MN,Redwood County,"49,934"
MN,Renville County,"54,386"
MN,Rice County,"60,317"
MN,Rock County,"55,352"
MN,Roseau County,"53,838"
MN,St. Louis County,"49,714"
MN,Scott County,"91,688"
MN,Sherburne County,"76,512"
MN,Sibley County,"59,893"
MN,Stearns County,"55,832"
MN,Steele County,"57,850"
MN,Stevens County,"55,292"
MN,Swift County,"51,032"
MN,Todd County,"43,287"
MN,Traverse County,"49,536"
MN,Wabasha County,"58,752"
MN,Wadena County,"41,909"
MN,Waseca County,"54,183"
MN,Washington County,"84,113"
MN,Watonwan County,"48,658"
MN,Wilkin County,"54,536"
MN,Winona County,"49,365"
MN,Wright County,"76,489"
MN,Yellow Medicine County,"51,028"
MS,Mississippi,"39,738"
MS,Adams County,"32,327"
MS,Alcorn County,"35,180"
MS,Amite County,"30,668"
MS,Attala County,"32,521"
MS,Benton County,"30,665"
MS,Bolivar County,"29,297"
MS,Calhoun County,"33,141"
MS,Carroll County,"38,219"
MS,Chickasaw County,"31,616"
MS,Choctaw County,"34,548"
MS,Claiborne County,"26,083"
MS,Clarke County,"34,910"
MS,Clay County,"33,939"
MS,Coahoma County,"28,647"
MS,Copiah County,"35,314"
MS,Covington County,"31,835"
MS,DeSoto County,"58,479"
MS,Forrest County,"36,808"
MS,Franklin County,"36,544"
MS,George County,"44,811"
MS,Greene County,"39,615"
MS,Grenada County,"33,650"
MS,Hancock County,"46,288"
MS,Harrison County,"41,010"
MS,Hinds County,"38,454"
MS,Holmes County,"22,640"
MS,Humphreys County,"25,562"
MS,Issaquena County,"37,096"
MS,Itawamba County,"38,366"
MS,Jackson County,"48,018"
MS,Jasper County,"35,019"
MS,Jefferson County,"26,408"
MS,Jefferson Davis County,"28,271"
MS,Jones County,"37,367"
MS,Kemper County,"33,015"
MS,Lafayette County,"40,797"
MS,Lamar County,"51,389"
MS,Lauderdale County,"38,869"
MS,Lawrence County,"38,471"
MS,Leake County,"32,239"
MS,Lee County,"43,374"
MS,Leflore County,"26,439"
MS,Lincoln County,"36,118"
MS,Lowndes County,"39,937"
MS,Madison County,"66,671"
MS,Marion County,"33,428"
MS,Marshall County,"37,554"
MS,Monroe County,"36,810"
MS,Montgomery County,"31,963"
MS,Neshoba County,"37,686"
MS,Newton County,"35,185"
MS,Noxubee County,"28,730"
MS,Oktibbeha County,"34,429"
MS,Panola County,"34,526"
MS,Pearl River County,"38,465"
MS,Perry County,"32,459"
MS,Pike County,"30,078"
MS,Pontotoc County,"40,198"
MS,Prentiss County,"34,794"
MS,Quitman County,"26,204"
MS,Rankin County,"58,368"
MS,Scott County,"32,049"
MS,Sharkey County,"27,877"
MS,Simpson County,"34,338"
MS,Smith County,"38,975"
MS,Stone County,"41,136"
MS,Sunflower County,"29,227"
MS,Tallahatchie County,"28,456"
MS,Tate County,"40,975"
MS,Tippah County,"37,026"
MS,Tishomingo County,"35,550"
MS,Tunica County,"30,689"
MS,Union County,"37,667"
MS,Walthall County,"31,607"
MS,Warren County,"40,397"
MS,Washington County,"30,292"
MS,Wayne County,"35,425"
MS,Webster County,"34,073"
MS,Wilkinson County,"27,596"
MS,Winston County,"34,403"
MS,Yalobusha County,"34,494"
MS,Yazoo County,"30,313"
MO,Missouri,"48,288"
MO,Adair County,"35,425"
MO,Andrew County,"56,309"
MO,Atchison County,"45,997"
MO,Audrain County,"41,302"
MO,Barry County,"38,139"
MO,Barton County,"37,581"
MO,Bates County,"41,462"
MO,Benton County,"33,236"
MO,Bollinger County,"39,033"
MO,Boone County,"50,305"
MO,Buchanan County,"45,431"
MO,Butler County,"35,774"
MO,Caldwell County,"43,111"
MO,Callaway County,"49,384"
MO,Camden County,"44,410"
MO,Cape Girardeau County,"47,705"
MO,Carroll County,"39,017"
MO,Carter County,"32,170"
MO,Cass County,"60,970"
MO,Cedar County,"33,631"
MO,Chariton County,"43,049"
MO,Christian County,"51,831"
MO,Clark County,"43,298"
MO,Clay County,"61,598"
MO,Clinton County,"51,221"
MO,Cole County,"51,885"
MO,Cooper County,"42,166"
MO,Crawford County,"37,379"
MO,Dade County,"37,173"
MO,Dallas County,"34,987"
MO,Daviess County,"41,610"
MO,DeKalb County,"42,174"
MO,Dent County,"34,411"
MO,Douglas County,"31,805"
MO,Dunklin County,"31,486"
MO,Franklin County,"51,978"
MO,Gasconade County,"44,065"
MO,Gentry County,"39,444"
MO,Greene County,"40,386"
MO,Grundy County,"37,911"
MO,Harrison County,"37,486"
MO,Henry County,"39,232"
MO,Hickory County,"33,707"
MO,Holt County,"41,652"
MO,Howard County,"44,188"
MO,Howell County,"32,662"
MO,Iron County,"33,091"
MO,Jackson County,"46,185"
MO,Jasper County,"40,047"
MO,Jefferson County,"58,976"
MO,Johnson County,"49,949"
MO,Knox County,"37,581"
MO,Laclede County,"36,895"
MO,Lafayette County,"48,128"
MO,Lawrence County,"39,908"
MO,Lewis County,"41,891"
MO,Lincoln County,"53,804"
MO,Linn County,"37,597"
MO,Livingston County,"47,937"
MO,McDonald County,"34,863"
MO,Macon County,"35,345"
MO,Madison County,"35,363"
MO,Maries County,"40,165"
MO,Marion County,"42,088"
MO,Mercer County,"38,023"
MO,Miller County,"37,360"
MO,Mississippi County,"30,661"
MO,Moniteau County,"47,158"
MO,Monroe County,"41,376"
MO,Montgomery County,"42,105"
MO,Morgan County,"36,867"
MO,New Madrid County,"34,631"
MO,Newton County,"45,448"
MO,Nodaway County,"42,956"
MO,Oregon County,"29,415"
MO,Osage County,"51,958"
MO,Ozark County,"31,025"
MO,Pemiscot County,"32,120"
MO,Perry County,"50,548"
MO,Pettis County,"40,038"
MO,Phelps County,"40,710"
MO,Pike County,"44,408"
MO,Platte County,"70,874"
MO,Polk County,"38,344"
MO,Pulaski County,"47,227"
MO,Putnam County,"34,684"
MO,Ralls County,"51,738"
MO,Randolph County,"41,346"
MO,Ray County,"51,986"
MO,Reynolds County,"31,820"
MO,Ripley County,"30,019"
MO,St. Charles County,"74,220"
MO,St. Clair County,"33,986"
MO,Ste. Genevieve County,"46,874"
MO,St. Francois County,"40,376"
MO,St. Louis County,"60,093"
MO,Saline County,"41,112"
MO,Schuyler County,"34,644"
MO,Scotland County,"38,281"
MO,Scott County,"40,532"
MO,Shannon County,"27,382"
MO,Shelby County,"42,498"
MO,Stoddard County,"38,329"
MO,Stone County,"40,642"
MO,Sullivan County,"36,642"
MO,Taney County,"35,731"
MO,Texas County,"33,755"
MO,Vernon County,"40,267"
MO,Warren County,"52,959"
MO,Washington County,"34,581"
MO,Wayne County,"30,721"
MO,Webster County,"41,561"
MO,Worth County,"38,802"
MO,Wright County,"31,600"
MO,St. Louis city,"35,681"
MT,Montana,"46,608"
MT,Beaverhead County,"41,602"
MT,Big Horn County,"38,871"
MT,Blaine County,"35,740"
MT,Broadwater County,"49,758"
MT,Carbon County,"47,520"
MT,Carter County,"41,466"
MT,Cascade County,"42,903"
MT,Chouteau County,"41,004"
MT,Custer County,"47,493"
MT,Daniels County,"47,376"
MT,Dawson County,"50,540"
MT,Deer Lodge County,"38,178"
MT,Fallon County,"59,102"
MT,Fergus County,"42,915"
MT,Flathead County,"47,351"
MT,Gallatin County,"51,569"
MT,Garfield County,"42,757"
MT,Glacier County,"33,428"
MT,Golden Valley County,"37,316"
MT,Granite County,"47,902"
MT,Hill County,"43,509"
MT,Jefferson County,"61,575"
MT,Judith Basin County,"43,272"
MT,Lake County,"38,221"
MT,Lewis and Clark County,"53,572"
MT,Liberty County,"37,911"
MT,Lincoln County,"36,734"
MT,McCone County,"43,132"
MT,Madison County,"41,539"
MT,Meagher County,"36,903"
MT,Mineral County,"36,449"
MT,Missoula County,"44,716"
MT,Musselshell County,"39,827"
MT,Park County,"42,942"
MT,Petroleum County,"35,092"
MT,Phillips County,"41,595"
MT,Pondera County,"39,292"
MT,Powder River County,"44,644"
MT,Powell County,"40,072"
MT,Prairie County,"40,140"
MT,Ravalli County,"42,902"
MT,Richland County,"65,738"
MT,Roosevelt County,"37,511"
MT,Rosebud County,"50,751"
MT,Sanders County,"32,815"
MT,Sheridan County,"52,711"
MT,Silver Bow County,"39,882"
MT,Stillwater County,"60,812"
MT,Sweet Grass County,"45,000"
MT,Teton County,"46,208"
MT,Toole County,"45,207"
MT,Treasure County,"47,089"
MT,Valley County,"46,328"
MT,Wheatland County,"35,875"
MT,Wibaux County,"43,859"
MT,Yellowstone County,"51,653"
NE,Nebraska,"52,803"
NE,Adams County,"48,658"
NE,Antelope County,"50,919"
NE,Arthur County,"43,408"
NE,Banner County,"48,990"
NE,Blaine County,"38,228"
NE,Boone County,"52,914"
NE,Box Butte County,"55,465"
NE,Boyd County,"39,964"
NE,Brown County,"42,348"
NE,Buffalo County,"51,550"
NE,Burt County,"49,345"
NE,Butler County,"54,240"
NE,Cass County,"66,522"
NE,Cedar County,"54,421"
NE,Chase County,"52,749"
NE,Cherry County,"43,564"
NE,Cheyenne County,"55,964"
NE,Clay County,"55,758"
NE,Colfax County,"50,758"
NE,Cuming County,"56,047"
NE,Custer County,"45,644"
NE,Dakota County,"50,289"
NE,Dawes County,"40,667"
NE,Dawson County,"47,366"
NE,Deuel County,"44,109"
NE,Dixon County,"52,601"
NE,Dodge County,"50,043"
NE,Douglas County,"52,842"
NE,Dundy County,"45,624"
NE,Fillmore County,"54,556"
NE,Franklin County,"44,794"
NE,Frontier County,"48,543"
NE,Furnas County,"44,461"
NE,Gage County,"50,861"
NE,Garden County,"38,645"
NE,Garfield County,"40,436"
NE,Gosper County,"55,319"
NE,Grant County,"47,537"
NE,Greeley County,"43,858"
NE,Hall County,"48,499"
NE,Hamilton County,"62,191"
NE,Harlan County,"46,744"
NE,Hayes County,"48,856"
NE,Hitchcock County,"40,496"
NE,Holt County,"46,667"
NE,Hooker County,"40,732"
NE,Howard County,"51,040"
NE,Jefferson County,"44,947"
NE,Johnson County,"48,511"
NE,Kearney County,"56,791"
NE,Keith County,"45,192"
NE,Keya Paha County,"41,138"
NE,Kimball County,"45,771"
NE,Knox County,"42,745"
NE,Lancaster County,"52,011"
NE,Lincoln County,"49,770"
NE,Logan County,"50,761"
NE,Loup County,"49,132"
NE,McPherson County,"62,280"
NE,Madison County,"51,836"
NE,Merrick County,"50,893"
NE,Morrill County,"46,961"
NE,Nance County,"48,535"
NE,Nemaha County,"49,162"
NE,Nuckolls County,"43,249"
NE,Otoe County,"51,527"
NE,Pawnee County,"42,977"
NE,Perkins County,"56,080"
NE,Phelps County,"54,137"
NE,Pierce County,"53,489"
NE,Platte County,"61,768"
NE,Polk County,"58,162"
NE,Red Willow County,"43,842"
NE,Richardson County,"44,282"
NE,Rock County,"46,051"
NE,Saline County,"51,805"
NE,Sarpy County,"74,008"
NE,Saunders County,"61,961"
NE,Scotts Bluff County,"47,194"
NE,Seward County,"61,802"
NE,Sheridan County,"40,351"
NE,Sherman County,"43,883"
NE,Sioux County,"47,313"
NE,Stanton County,"55,955"
NE,Thayer County,"49,517"
NE,Thomas County,"39,537"
NE,Thurston County,"41,344"
NE,Valley County,"44,726"
NE,Washington County,"69,191"
NE,Wayne County,"53,290"
NE,Webster County,"40,979"
NE,Wheeler County,"45,400"
NE,York County,"51,335"
NV,Nevada,"51,487"
NV,Churchill County,"46,840"
NV,Clark County,"51,241"
NV,Douglas County,"60,322"
NV,Elko County,"72,648"
NV,Esmeralda County,"47,180"
NV,Eureka County,"70,535"
NV,Humboldt County,"67,423"
NV,Lander County,"74,347"
NV,Lincoln County,"45,629"
NV,Lyon County,"48,576"
NV,Mineral County,"40,714"
NV,Nye County,"42,881"
NV,Pershing County,"52,001"
NV,Storey County,"55,291"
NV,Washoe County,"52,862"
NV,White Pine County,"57,243"
NV,Carson City,"45,639"
NH,New Hampshire,"66,469"
NH,Belknap County,"59,831"
NH,Carroll County,"57,556"
NH,Cheshire County,"56,008"
NH,Coos County,"42,491"
NH,Grafton County,"56,353"
NH,Hillsborough County,"71,233"
NH,Merrimack County,"62,429"
NH,Rockingham County,"79,653"
NH,Strafford County,"58,577"
NH,Sullivan County,"57,142"
NJ,New Jersey,"71,968"
NJ,Atlantic County,"54,208"
NJ,Bergen County,"84,309"
NJ,Burlington County,"80,479"
NJ,Camden County,"61,685"
NJ,Cape May County,"55,409"
NJ,Cumberland County,"45,438"
NJ,Essex County,"54,603"
NJ,Gloucester County,"78,983"
NJ,Hudson County,"57,720"
NJ,Hunterdon County,"103,876"
NJ,Mercer County,"73,750"
NJ,Middlesex County,"77,330"
NJ,Monmouth County,"87,220"
NJ,Morris County,"100,511"
NJ,Ocean County,"62,937"
NJ,Passaic County,"58,030"
NJ,Salem County,"56,645"
NJ,Somerset County,"100,194"
NJ,Sussex County,"82,048"
NJ,Union County,"68,172"
NJ,Warren County,"71,294"
NM,New Mexico,"44,905"
